700070 particles, 3094 voids.
Void# FileVoid# CoreParticle CoreDens ZoneVol Zone#Part Void#Zones VoidVol Void#Part VoidDensContrast VoidProb
1590 1821 482264 1.822550e-01 4.416611e+01 46 1 4.416611e+01 46 1.193826 3.68e-01
1591 231 190726 3.867905e-01 2.759006e+01 62 1 2.759006e+01 62 1.193782 3.68e-01
1592 2498 584577 1.020771e-01 4.206830e+02 355 1 4.206830e+02 355 1.193663 3.68e-01
1593 2419 571912 3.231934e-01 3.183858e+01 36 1 3.183858e+01 36 1.193638 3.68e-01
1594 2704 625014 1.405175e-01 1.594681e+02 209 1 1.594681e+02 209 1.193568 3.68e-01
1595 1947 500349 5.873533e-02 9.378752e+02 682 1 9.378752e+02 682 1.193481 3.68e-01
1596 2758 635257 1.608895e-01 6.170589e+01 122 1 6.170589e+01 122 1.193407 3.69e-01
1597 415 243325 1.458561e-01 2.561045e+02 321 1 2.561045e+02 321 1.193341 3.69e-01
1598 1349 415605 2.381873e-01 5.850987e+01 61 1 5.850987e+01 61 1.193270 3.69e-01
1599 407 241916 2.117211e-01 1.604547e+02 183 1 1.604547e+02 183 1.192761 3.70e-01
1600 2382 566153 1.975504e-01 3.093235e+01 32 1 3.093235e+01 32 1.192689 3.70e-01
1601 152 157180 1.712218e-01 2.512368e+02 291 1 2.512368e+02 291 1.192642 3.70e-01
1602 437 246341 8.266930e-02 3.008980e+02 226 2 3.991765e+02 264 1.192559 3.70e-01
1603 2306 552302 2.542201e-01 8.452272e+01 144 1 8.452272e+01 144 1.192030 3.71e-01
1604 2827 647172 2.663232e-01 3.206948e+01 46 1 3.206948e+01 46 1.191570 3.72e-01
1605 1672 463011 1.172830e-01 2.684318e+02 263 1 2.684318e+02 263 1.191515 3.72e-01
1606 559 271749 1.569230e-01 1.721428e+02 153 1 1.721428e+02 153 1.191478 3.72e-01
1607 1712 468876 1.952992e-01 6.354422e+01 73 1 6.354422e+01 73 1.191410 3.72e-01
1608 2556 594565 9.929334e-02 3.050685e+02 301 1 3.050685e+02 301 1.190700 3.74e-01
1609 1958 502131 7.943616e-01 1.394412e+01 33 1 1.394412e+01 33 1.190657 3.74e-01
1610 698 299199 9.396464e-02 2.889621e+02 232 1 2.889621e+02 232 1.190531 3.74e-01
1611 645 290910 4.409573e-01 2.360212e+01 57 1 2.360212e+01 57 1.190514 3.74e-01
1612 1128 381758 2.190774e-01 5.443955e+01 109 1 5.443955e+01 109 1.190209 3.75e-01
1613 1518 440336 9.254231e-02 4.573693e+02 369 1 4.573693e+02 369 1.190032 3.75e-01
1614 2659 617033 2.849225e-01 2.811688e+01 26 1 2.811688e+01 26 1.189988 3.75e-01
1615 837 324442 1.953646e-01 3.678123e+01 34 1 3.678123e+01 34 1.189848 3.75e-01
1616 1049 365557 1.393710e-01 1.443237e+02 127 1 1.443237e+02 127 1.189741 3.76e-01
1617 552 270078 2.978409e-01 3.011818e+01 46 1 3.011818e+01 46 1.189724 3.76e-01
1618 1707 468169 1.354209e-01 3.623223e+02 507 1 3.623223e+02 507 1.189721 3.76e-01
1619 694 298704 8.779871e-02 4.322555e+02 581 1 4.322555e+02 581 1.189493 3.76e-01
1620 331 220830 2.797692e-01 6.197740e+01 102 1 6.197740e+01 102 1.189229 3.77e-01
1621 989 354217 2.414294e-01 7.871453e+01 78 1 7.871453e+01 78 1.189206 3.77e-01
1622 94 131563 1.372166e-01 2.650100e+02 292 1 2.650100e+02 292 1.188831 3.77e-01
1623 1087 374150 3.547095e-01 1.225297e+01 15 1 1.225297e+01 15 1.188777 3.78e-01
1624 1771 475930 1.891329e-01 5.246267e+01 61 1 5.246267e+01 61 1.188677 3.78e-01
1625 2326 556026 1.637677e-01 7.870849e+01 99 1 7.870849e+01 99 1.188598 3.78e-01
1626 2679 621224 2.329751e-01 4.462986e+01 57 1 4.462986e+01 57 1.188368 3.78e-01
1627 732 306422 3.603564e-01 4.444521e+01 77 1 4.444521e+01 77 1.188260 3.79e-01
1628 1482 434961 3.528537e-01 1.155592e+01 11 1 1.155592e+01 11 1.188159 3.79e-01
1629 1513 439761 1.907775e-01 5.294526e+01 77 1 5.294526e+01 77 1.188142 3.79e-01
1630 807 319042 3.870297e-01 1.635413e+01 32 1 1.635413e+01 32 1.188068 3.79e-01
1631 1207 394111 2.527918e-01 7.914779e+01 125 1 7.914779e+01 125 1.187721 3.80e-01
1632 2616 607021 1.230964e-01 1.117801e+02 108 1 1.117801e+02 108 1.187579 3.80e-01
1633 2192 536573 1.482162e-01 2.019974e+02 239 1 2.019974e+02 239 1.187511 3.80e-01
1634 2491 583517 2.308593e-01 1.033638e+02 142 1 1.033638e+02 142 1.187489 3.80e-01
1635 630 286935 1.073677e-01 1.135841e+02 131 1 1.135841e+02 131 1.187275 3.81e-01
1636 2180 535264 8.821785e-02 5.466062e+02 498 1 5.466062e+02 498 1.187238 3.81e-01
1637 2528 589849 1.099130e-01 1.405262e+02 114 1 1.405262e+02 114 1.187060 3.81e-01
1638 97 133964 4.301731e-01 1.586934e+01 35 1 1.586934e+01 35 1.186976 3.81e-01
1639 86 127120 2.932176e-01 4.245971e+01 48 1 4.245971e+01 48 1.186897 3.81e-01
1640 254 198731 8.935840e-02 4.733327e+02 457 1 4.733327e+02 457 1.186711 3.82e-01
1641 772 312566 2.203963e-01 6.624837e+01 94 1 6.624837e+01 94 1.186691 3.82e-01
1642 525 265121 5.415810e-02 4.094469e+02 433 1 4.094469e+02 433 1.186500 3.82e-01
1643 1983 506848 1.583140e-01 1.069832e+02 124 1 1.069832e+02 124 1.186489 3.82e-01
1644 1355 417246 1.348012e-01 3.518153e+02 452 1 3.518153e+02 452 1.186359 3.82e-01
1645 3015 686421 1.925193e-01 6.991175e+01 83 1 6.991175e+01 83 1.186319 3.82e-01
1646 242 195122 4.632081e-01 1.163478e+01 42 1 1.163478e+01 42 1.186191 3.83e-01
1647 889 334769 2.208512e-01 5.719036e+01 89 1 5.719036e+01 89 1.185845 3.83e-01
1648 2164 533041 4.744958e-01 1.499837e+01 31 1 1.499837e+01 31 1.185803 3.83e-01
1649 2559 595356 2.999570e-01 6.060763e+01 85 1 6.060763e+01 85 1.185384 3.84e-01
1650 349 225612 1.237455e-01 2.107980e+02 171 1 2.107980e+02 171 1.185068 3.85e-01
1651 799 316742 7.633242e-01 1.756265e+01 37 1 1.756265e+01 37 1.184686 3.86e-01
1652 2191 536572 2.115370e-01 1.172667e+02 161 1 1.172667e+02 161 1.184628 3.86e-01
1653 2620 607998 2.647792e-01 3.900229e+01 74 1 3.900229e+01 74 1.184345 3.86e-01
1654 515 262738 2.030262e-01 6.105434e+01 55 1 6.105434e+01 55 1.184320 3.86e-01
1655 181 172547 1.684479e-01 1.545889e+02 143 1 1.545889e+02 143 1.184307 3.86e-01
1656 958 348883 2.308319e-01 1.156384e+02 191 1 1.156384e+02 191 1.184205 3.87e-01
1657 2506 585851 2.167557e-01 5.096343e+01 47 1 5.096343e+01 47 1.184121 3.87e-01
1658 841 325790 2.159404e-01 2.919755e+01 28 1 2.919755e+01 28 1.183409 3.88e-01
1659 1202 393872 1.413181e-01 2.725987e+02 411 1 2.725987e+02 411 1.183045 3.89e-01
1660 865 329687 1.695071e-01 5.588803e+01 72 1 5.588803e+01 72 1.182972 3.89e-01
1661 2930 669031 9.299011e-02 5.054523e+02 349 2 8.435108e+02 583 1.182145 3.91e-01
1662 1789 478362 4.472983e-01 1.896919e+01 28 1 1.896919e+01 28 1.182066 3.91e-01
1663 1064 367666 1.519537e-01 1.604128e+02 157 1 1.604128e+02 157 1.181823 3.92e-01
1664 1379 419988 1.700888e-01 1.022536e+02 113 1 1.022536e+02 113 1.181734 3.92e-01
1665 517 263424 2.898695e-01 2.157270e+01 28 1 2.157270e+01 28 1.181498 3.92e-01
1666 2866 654555 1.622156e-01 1.566782e+02 167 1 1.566782e+02 167 1.181363 3.92e-01
1667 2996 682754 4.472447e-01 1.399074e+01 25 1 1.399074e+01 25 1.180754 3.94e-01
1668 844 326540 6.899015e-02 4.935059e+02 268 1 4.935059e+02 268 1.180309 3.95e-01
1669 1970 504182 4.520332e-01 5.210715e+01 118 1 5.210715e+01 118 1.180219 3.95e-01
1670 2449 577281 1.838782e-01 4.463163e+01 35 1 4.463163e+01 35 1.180111 3.95e-01
1671 3077 696958 1.052775e-01 1.565082e+02 141 1 1.565082e+02 141 1.180062 3.95e-01
1672 1273 403979 1.652480e-01 7.306728e+01 76 1 7.306728e+01 76 1.179896 3.95e-01
1673 2508 586155 2.150787e-01 6.175773e+01 104 1 6.175773e+01 104 1.179861 3.96e-01
1674 2793 641712 2.850004e-01 5.671813e+01 101 1 5.671813e+01 101 1.179346 3.97e-01
1675 1930 497742 1.285367e-01 1.224712e+02 123 1 1.224712e+02 123 1.179281 3.97e-01
1676 1495 437091 1.558395e-01 1.674465e+02 174 1 1.674465e+02 174 1.179245 3.97e-01
1677 429 245926 5.924556e-01 2.193829e+01 47 1 2.193829e+01 47 1.179160 3.97e-01
1678 1646 459194 1.045664e-01 2.181053e+02 264 1 2.181053e+02 264 1.179008 3.97e-01
1679 1750 472814 2.217672e-01 7.430857e+01 153 1 7.430857e+01 153 1.179002 3.97e-01
1680 12 60919 2.296134e-01 1.011231e+02 190 1 1.011231e+02 190 1.178808 3.98e-01
1681 2479 581312 1.217772e-01 3.581134e+02 364 1 3.581134e+02 364 1.178757 3.98e-01
1682 1768 475576 9.061740e-02 4.385413e+02 361 1 4.385413e+02 361 1.178395 3.99e-01
1683 1792 478737 1.059101e-01 2.624030e+02 283 2 6.386904e+02 553 1.178294 3.99e-01
1684 11 58685 5.027505e-01 2.186245e+01 41 1 2.186245e+01 41 1.177945 4.00e-01
1685 2457 578649 1.339138e-01 9.516786e+01 109 1 9.516786e+01 109 1.177559 4.00e-01
1686 268 202260 7.567058e-02 1.749142e+02 194 1 1.749142e+02 194 1.177483 4.01e-01
1687 1345 415287 9.928272e-01 6.599448e+00 23 1 6.599448e+00 23 1.176825 4.02e-01
1688 2721 628591 1.784913e-01 1.877398e+02 251 1 1.877398e+02 251 1.176785 4.02e-01
1689 3039 691033 1.113820e-01 3.985468e+02 343 1 3.985468e+02 343 1.176745 4.02e-01
1690 2181 535400 6.999004e-02 3.497769e+02 242 1 3.497769e+02 242 1.176486 4.03e-01
1691 1668 462259 1.081168e-01 1.535018e+02 115 1 1.535018e+02 115 1.176150 4.03e-01
1692 2698 624249 1.205824e-01 2.368748e+02 227 1 2.368748e+02 227 1.175763 4.04e-01
1693 451 249250 1.032699e-01 1.556124e+02 174 1 1.556124e+02 174 1.175695 4.04e-01
1694 2059 517957 1.994681e-01 7.468918e+01 74 1 7.468918e+01 74 1.175583 4.04e-01
1695 2063 518854 1.710115e-01 1.237740e+02 147 1 1.237740e+02 147 1.175544 4.05e-01
1696 2741 632929 2.840029e-01 7.335194e+01 93 1 7.335194e+01 93 1.175470 4.05e-01
1697 2911 664220 3.110260e-01 5.616272e+01 86 1 5.616272e+01 86 1.175308 4.05e-01
1698 333 221057 3.504364e-01 2.767069e+01 46 1 2.767069e+01 46 1.175285 4.05e-01
1699 1500 438006 1.909354e-01 6.214937e+01 95 1 6.214937e+01 95 1.175276 4.05e-01
1700 2322 555380 2.515060e-01 5.116547e+01 60 1 5.116547e+01 60 1.174896 4.06e-01
1701 1427 427727 2.167162e-01 1.857170e+02 215 1 1.857170e+02 215 1.174557 4.07e-01
1702 2755 634858 3.218049e-01 2.041766e+01 25 1 2.041766e+01 25 1.174500 4.07e-01
1703 2631 610995 2.425262e-01 7.689470e+01 146 1 7.689470e+01 146 1.174170 4.07e-01
1704 93 131204 2.216352e-01 2.653275e+01 22 1 2.653275e+01 22 1.173696 4.08e-01
1705 26 81759 4.615992e-01 1.361067e+01 29 1 1.361067e+01 29 1.173286 4.09e-01
1706 1294 406951 4.324248e-01 3.614752e+01 67 1 3.614752e+01 67 1.172947 4.10e-01
1707 1356 417469 1.660932e-01 1.110242e+02 104 1 1.110242e+02 104 1.172819 4.10e-01
1708 1234 399207 3.203495e-01 5.512397e+01 110 1 5.512397e+01 110 1.172595 4.11e-01
1709 947 346868 2.833914e-01 3.317486e+01 56 1 3.317486e+01 56 1.172550 4.11e-01
1710 3089 698905 1.759857e-01 8.667929e+01 85 1 8.667929e+01 85 1.172342 4.11e-01
1711 146 154196 2.535050e-01 1.081697e+02 170 1 1.081697e+02 170 1.172089 4.12e-01
1712 2404 570314 2.313895e-01 5.372426e+01 56 1 5.372426e+01 56 1.171968 4.12e-01
1713 1367 419012 2.107802e-01 7.502497e+01 91 1 7.502497e+01 91 1.171942 4.12e-01
1714 1218 395549 2.256069e-01 1.593356e+02 267 1 1.593356e+02 267 1.171678 4.13e-01
1715 3081 697714 4.236428e-01 2.038431e+01 35 1 2.038431e+01 35 1.171537 4.13e-01
1716 2008 509962 4.867906e-01 3.160831e+01 65 1 3.160831e+01 65 1.171236 4.14e-01
1717 77 122705 2.962266e-01 4.584534e+01 62 1 4.584534e+01 62 1.171225 4.14e-01
1718 1088 374280 1.259740e-01 3.292071e+02 348 1 3.292071e+02 348 1.171072 4.14e-01
1719 1279 404297 2.372002e-01 3.570005e+01 41 1 3.570005e+01 41 1.170595 4.15e-01
1720 1252 401768 1.468425e-01 1.768776e+02 221 1 1.768776e+02 221 1.170339 4.16e-01
1721 1327 412317 7.307700e-02 1.703876e+02 105 1 1.703876e+02 105 1.169900 4.17e-01
1722 1113 378907 2.042994e-01 7.325091e+01 91 1 7.325091e+01 91 1.169896 4.17e-01
1723 1116 379486 3.268232e-01 7.096387e+00 10 1 7.096387e+00 10 1.169254 4.18e-01
1724 976 352087 1.696549e-01 8.605450e+01 112 1 8.605450e+01 112 1.169206 4.18e-01
1725 2905 663198 1.757578e-01 1.358470e+02 140 1 1.358470e+02 140 1.169202 4.18e-01
1726 654 292287 3.562309e-01 2.193242e+01 44 1 2.193242e+01 44 1.168649 4.19e-01
1727 2840 649114 1.441796e-01 1.366334e+02 138 1 1.366334e+02 138 1.168504 4.20e-01
1728 985 353642 1.686937e-01 8.194931e+01 85 1 8.194931e+01 85 1.168290 4.20e-01
1729 1683 464801 2.071927e-01 1.073398e+02 112 1 1.073398e+02 112 1.168127 4.21e-01
1730 1404 424585 1.165429e-01 4.061458e+02 449 1 4.061458e+02 449 1.168118 4.21e-01
1731 2691 623720 2.183455e-01 9.395775e+01 266 1 9.395775e+01 266 1.168041 4.21e-01
1732 728 304942 1.042569e-01 2.237551e+02 157 1 2.237551e+02 157 1.168018 4.21e-01
1733 232 191074 1.056282e-01 3.215397e+02 331 1 3.215397e+02 331 1.167805 4.21e-01
1734 196 177844 5.643672e-01 2.867684e+01 79 1 2.867684e+01 79 1.167760 4.21e-01
1735 1896 492897 7.896018e-02 4.654823e+02 523 1 4.654823e+02 523 1.167754 4.21e-01
1736 598 279352 1.521539e-01 8.536607e+01 72 1 8.536607e+01 72 1.167625 4.22e-01
1737 420 244190 1.813329e-01 5.574775e+01 49 1 5.574775e+01 49 1.167554 4.22e-01
1738 1035 362767 1.402152e-01 1.468435e+02 131 1 1.468435e+02 131 1.167282 4.22e-01
1739 996 355860 1.894723e-01 9.729979e+01 115 1 9.729979e+01 115 1.167143 4.23e-01
1740 2043 513557 2.573295e-01 3.133847e+01 33 1 3.133847e+01 33 1.167063 4.23e-01
1741 968 350672 5.339119e-01 1.145771e+01 16 1 1.145771e+01 16 1.166889 4.23e-01
1742 1769 475614 1.228564e-01 2.440294e+02 191 1 2.440294e+02 191 1.166607 4.24e-01
1743 2585 601277 9.810791e-02 2.546843e+02 160 2 5.622783e+02 489 1.166042 4.25e-01
1744 2223 541174 3.592189e-01 1.708649e+01 27 1 1.708649e+01 27 1.165887 4.25e-01
1745 2543 591797 2.135621e-01 1.205900e+02 152 1 1.205900e+02 152 1.165805 4.26e-01
1746 330 220180 1.395812e-01 1.406787e+02 104 1 1.406787e+02 104 1.165785 4.26e-01
1747 2797 642103 1.184585e-01 1.531951e+02 113 1 1.531951e+02 113 1.165701 4.26e-01
1748 2289 551046 3.390066e-01 4.950916e+01 103 1 4.950916e+01 103 1.165513 4.26e-01
1749 2257 546292 1.394623e-01 2.117624e+02 238 1 2.117624e+02 238 1.165512 4.26e-01
1750 1200 393821 4.278999e-01 2.790145e+01 71 1 2.790145e+01 71 1.165499 4.26e-01
1751 2886 659392 1.550455e-01 8.622661e+01 117 1 8.622661e+01 117 1.165499 4.26e-01
1752 1575 447104 1.193790e-01 3.676115e+02 369 1 3.676115e+02 369 1.165499 4.26e-01
1753 2810 644160 1.628771e-01 1.254186e+02 123 1 1.254186e+02 123 1.165251 4.27e-01
1754 3093 699966 2.151864e-01 7.824068e+01 75 1 7.824068e+01 75 1.165175 4.27e-01
1755 2670 619684 1.519127e-01 7.744613e+01 95 1 7.744613e+01 95 1.165018 4.27e-01
1756 1271 403465 1.184548e-01 1.865604e+02 217 1 1.865604e+02 217 1.164629 4.28e-01
1757 971 351508 2.166732e-01 6.769061e+01 94 1 6.769061e+01 94 1.164221 4.29e-01
1758 2628 610534 1.336522e-01 1.608434e+02 143 1 1.608434e+02 143 1.163496 4.31e-01
1759 56 105514 2.096083e-01 8.787882e+01 105 1 8.787882e+01 105 1.163344 4.31e-01
1760 2990 681992 8.273326e-02 1.425588e+02 111 1 1.425588e+02 111 1.162889 4.32e-01
1761 213 185059 1.635639e-01 1.060724e+02 105 1 1.060724e+02 105 1.162828 4.32e-01
1762 1130 381855 2.648720e-01 1.068658e+02 172 1 1.068658e+02 172 1.162805 4.32e-01
1763 2668 619027 1.880094e-01 1.456349e+02 149 1 1.456349e+02 149 1.162575 4.33e-01
1764 2787 641064 2.954251e-01 1.393552e+01 17 1 1.393552e+01 17 1.162161 4.34e-01
1765 2027 511687 4.523447e-01 2.939958e+01 85 1 2.939958e+01 85 1.162112 4.34e-01
1766 2966 675038 1.023988e-01 1.182677e+02 63 1 1.182677e+02 63 1.161977 4.34e-01
1767 1851 487180 7.671695e-02 3.008311e+02 276 1 3.008311e+02 276 1.161739 4.35e-01
1768 312 215868 1.362454e-01 2.166932e+02 195 1 2.166932e+02 195 1.161402 4.36e-01
1769 1644 459118 2.295784e-01 1.881510e+01 20 1 1.881510e+01 20 1.161349 4.36e-01
1770 516 263333 1.199579e-01 3.049368e+02 313 1 3.049368e+02 313 1.161235 4.36e-01
1771 2486 582307 6.522422e-02 3.873054e+02 233 1 3.873054e+02 233 1.160994 4.36e-01
1772 1941 499949 8.537955e-02 1.469306e+02 64 1 1.469306e+02 64 1.160949 4.37e-01
1773 2709 626093 2.468023e-01 8.804596e+01 116 1 8.804596e+01 116 1.160246 4.38e-01
1774 1146 383571 1.596473e-01 1.361148e+02 178 1 1.361148e+02 178 1.160158 4.38e-01
1775 532 267937 3.951852e-01 4.554241e+01 93 1 4.554241e+01 93 1.160113 4.38e-01
1776 2284 550307 1.501422e-01 6.231794e+01 50 1 6.231794e+01 50 1.159962 4.39e-01
1777 1178 390779 1.530762e-01 2.025150e+02 169 1 2.025150e+02 169 1.159515 4.40e-01
1778 628 285832 1.186472e-01 2.191070e+02 168 1 2.191070e+02 168 1.159445 4.40e-01
1779 2072 520590 5.098975e-01 2.618610e+01 62 1 2.618610e+01 62 1.159300 4.40e-01
1780 1946 500345 1.332562e-01 2.356650e+02 264 1 2.356650e+02 264 1.159198 4.41e-01
1781 2387 567081 1.496360e-01 2.860078e+02 335 1 2.860078e+02 335 1.158959 4.41e-01
1782 228 190198 1.958655e-01 3.148150e+01 26 1 3.148150e+01 26 1.158674 4.42e-01
1783 0 17614 3.478689e-01 8.050211e+00 8 1 8.050211e+00 8 1.158196 4.43e-01
1784 211 183920 1.660059e-01 4.339195e+01 34 1 4.339195e+01 34 1.158152 4.43e-01
1785 229 190302 3.325293e-01 1.201830e+01 15 1 1.201830e+01 15 1.157839 4.44e-01
1786 2955 672232 2.198357e-01 8.132968e+01 113 1 8.132968e+01 113 1.157367 4.45e-01
1787 3047 692170 1.289845e-01 1.497962e+02 143 1 1.497962e+02 143 1.157212 4.45e-01
1788 2978 679763 4.105699e-01 1.105931e+01 17 1 1.105931e+01 17 1.157210 4.45e-01
1789 2562 595812 1.081499e-01 1.039965e+02 62 1 1.039965e+02 62 1.157130 4.45e-01
1790 411 242496 3.930927e-01 3.540718e+01 46 1 3.540718e+01 46 1.156701 4.46e-01
1791 1598 451915 1.859094e-01 1.290365e+02 281 1 1.290365e+02 281 1.156689 4.46e-01
1792 726 304850 1.204743e-01 3.684091e+02 333 1 3.684091e+02 333 1.156669 4.46e-01
1793 2934 669293 2.959282e-01 3.207962e+01 40 1 3.207962e+01 40 1.156560 4.47e-01
1794 1923 496931 1.446281e-01 1.073351e+02 121 1 1.073351e+02 121 1.156407 4.47e-01
1795 1222 396662 1.389913e-01 1.537666e+02 164 1 1.537666e+02 164 1.156345 4.47e-01
1796 456 249996 2.752380e-01 1.136162e+02 224 1 1.136162e+02 224 1.156141 4.48e-01
1797 339 222415 2.060339e-01 3.021333e+01 30 1 3.021333e+01 30 1.156078 4.48e-01
1798 1023 360375 1.172335e-01 1.483737e+02 182 1 1.483737e+02 182 1.155697 4.49e-01
1799 2986 681274 4.076403e-01 3.027087e+01 54 1 3.027087e+01 54 1.155625 4.49e-01
1800 1226 397685 1.243302e-01 6.639472e+01 57 1 6.639472e+01 57 1.155475 4.49e-01
1801 204 181583 2.365910e-01 6.643476e+01 70 1 6.643476e+01 70 1.155053 4.50e-01
1802 913 338191 2.524737e-01 2.541444e+01 22 1 2.541444e+01 22 1.154895 4.51e-01
1803 2031 512214 1.154603e-01 2.509063e+02 182 1 2.509063e+02 182 1.154885 4.51e-01
1804 2818 645290 1.200307e-01 1.703642e+02 148 1 1.703642e+02 148 1.154657 4.51e-01
1805 2722 628872 2.101164e-01 6.298205e+01 88 1 6.298205e+01 88 1.154554 4.51e-01
1806 1134 382056 9.775867e-02 4.895475e+02 532 1 4.895475e+02 532 1.154378 4.52e-01
1807 1069 369007 4.938649e-01 2.131437e+01 51 1 2.131437e+01 51 1.154285 4.52e-01
1808 1614 454156 1.916728e-01 3.362750e+01 63 1 3.362750e+01 63 1.153973 4.53e-01
1809 168 165918 1.490253e-01 1.560775e+02 152 1 1.560775e+02 152 1.153471 4.54e-01
1810 2842 649878 1.018747e-01 1.952870e+02 154 1 1.952870e+02 154 1.153434 4.54e-01
1811 484 255804 2.137081e-01 2.386820e+01 28 1 2.386820e+01 28 1.152858 4.55e-01
1812 16 68455 4.015980e-01 1.678530e+01 51 1 1.678530e+01 51 1.152635 4.56e-01
1813 1708 468260 6.997257e-01 8.865611e+00 22 1 8.865611e+00 22 1.152597 4.56e-01
1814 2280 549824 2.204762e-01 5.366583e+01 73 1 5.366583e+01 73 1.152439 4.56e-01
1815 2544 592388 2.344445e-01 5.033619e+01 79 1 5.033619e+01 79 1.152356 4.56e-01
1816 2088 522651 2.173027e-01 7.841056e+01 121 1 7.841056e+01 121 1.152349 4.57e-01
1817 939 344931 2.000199e-01 7.006966e+01 133 1 7.006966e+01 133 1.152004 4.57e-01
1818 1142 382840 2.401636e-01 5.540062e+01 95 1 5.540062e+01 95 1.151971 4.57e-01
1819 1744 472005 1.770523e-01 5.887836e+01 72 1 5.887836e+01 72 1.151738 4.58e-01
1820 3033 690141 1.860818e-01 6.956977e+01 113 1 6.956977e+01 113 1.151404 4.59e-01
1821 1070 369192 4.921695e-01 2.735174e+01 65 1 2.735174e+01 65 1.151401 4.59e-01
1822 1597 451674 2.001925e-01 7.349927e+01 59 1 7.349927e+01 59 1.151385 4.59e-01
1823 1825 483202 3.240999e-01 2.252660e+01 31 1 2.252660e+01 31 1.151210 4.59e-01
1824 2774 637595 2.829610e-01 8.857025e+01 146 1 8.857025e+01 146 1.150695 4.60e-01
1825 2548 592988 1.652776e-01 5.709742e+01 59 1 5.709742e+01 59 1.150620 4.61e-01
1826 127 147320 3.425204e-01 3.951697e+01 85 1 3.951697e+01 85 1.150422 4.61e-01
1827 2332 557314 8.060119e-02 7.616982e+02 1061 1 7.616982e+02 1061 1.150402 4.61e-01
1828 1635 457952 2.436828e-01 2.771632e+01 34 1 2.771632e+01 34 1.150340 4.61e-01
1829 156 160954 1.516961e-01 1.503290e+02 121 1 1.503290e+02 121 1.149816 4.63e-01
1830 226 189536 3.496789e-01 3.817332e+01 54 1 3.817332e+01 54 1.149786 4.63e-01
1831 1352 416295 3.596673e-01 8.580283e+01 182 1 8.580283e+01 182 1.149565 4.63e-01
1832 2250 545459 1.160925e-01 8.986343e+01 62 1 8.986343e+01 62 1.148865 4.65e-01
1833 936 344796 3.332964e-01 1.408660e+01 14 1 1.408660e+01 14 1.148851 4.65e-01
1834 2639 612111 1.945274e-01 9.877341e+01 109 1 9.877341e+01 109 1.148525 4.66e-01
1835 110 140300 2.380169e-01 3.966929e+01 63 1 3.966929e+01 63 1.148129 4.67e-01
1836 1052 365959 1.830846e-01 6.799705e+01 92 1 6.799705e+01 92 1.147933 4.67e-01
1837 2481 581432 2.369696e-01 7.899739e+01 130 1 7.899739e+01 130 1.147579 4.68e-01
1838 554 270425 1.997885e-01 4.146647e+01 58 1 4.146647e+01 58 1.146966 4.69e-01
1839 2187 535950 4.587499e-01 2.683817e+01 42 1 2.683817e+01 42 1.146711 4.70e-01
1840 557 271451 9.614497e-02 1.647424e+02 163 1 1.647424e+02 163 1.146512 4.71e-01
1841 14 64043 2.374081e-01 3.877279e+01 68 1 3.877279e+01 68 1.145950 4.72e-01
1842 467 252526 1.262043e-01 1.573922e+02 156 1 1.573922e+02 156 1.145800 4.72e-01
1843 1407 425460 1.926575e-01 1.102150e+02 122 1 1.102150e+02 122 1.145786 4.72e-01
1844 1348 415579 1.039163e-01 1.808830e+02 136 1 1.808830e+02 136 1.145764 4.72e-01
1845 2938 670038 4.639401e-01 4.845275e+00 9 1 4.845275e+00 9 1.145629 4.73e-01
1846 767 311840 1.995058e-01 1.509611e+02 228 1 1.509611e+02 228 1.145624 4.73e-01
1847 1228 397704 1.817554e-01 1.480028e+02 136 1 1.480028e+02 136 1.145599 4.73e-01
1848 1254 402066 5.693121e-01 1.702313e+01 48 1 1.702313e+01 48 1.145211 4.74e-01
1849 426 245651 1.362239e-01 3.118075e+02 331 1 3.118075e+02 331 1.145111 4.74e-01
1850 2333 557355 7.986040e-02 5.613173e+02 492 1 5.613173e+02 492 1.144887 4.75e-01
1851 1639 458517 1.175316e-01 2.756019e+02 277 1 2.756019e+02 277 1.144728 4.75e-01
1852 1795 479063 2.525489e-01 6.424593e+01 100 1 6.424593e+01 100 1.144294 4.76e-01
1853 1519 440390 1.868600e-01 4.747206e+01 59 1 4.747206e+01 59 1.144237 4.76e-01
1854 2985 681237 1.106922e-01 2.487645e+02 336 1 2.487645e+02 336 1.144078 4.77e-01
1855 1028 361640 1.621133e-01 8.375254e+01 81 1 8.375254e+01 81 1.144019 4.77e-01
1856 1981 506379 4.612089e-01 1.993999e+01 52 1 1.993999e+01 52 1.144006 4.77e-01
1857 3008 685525 1.557719e-01 1.075531e+02 144 1 1.075531e+02 144 1.143882 4.77e-01
1858 401 239893 2.258237e-01 8.817301e+01 115 1 8.817301e+01 115 1.143861 4.77e-01
1859 315 216573 1.430543e-01 1.550590e+02 148 1 1.550590e+02 148 1.143674 4.78e-01
1860 2494 583673 1.321528e-01 1.808072e+02 157 1 1.808072e+02 157 1.143646 4.78e-01
1861 1691 465912 1.658207e-01 3.543097e+01 47 1 3.543097e+01 47 1.143375 4.78e-01
1862 2523 588871 1.325899e-01 1.079229e+02 111 1 1.079229e+02 111 1.143268 4.79e-01
1863 2505 585819 3.055506e-01 2.304103e+01 31 1 2.304103e+01 31 1.143219 4.79e-01
